Mark A. Jobling,2022-6-6,10.1098/rstb.2020.0422,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2020.0422,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2020.0422?download=true,/doi/epdf/10.1098/rstb.2020.0422,The Royal Society,"Forensic genetics through the lens of Lewontin population structure, ancestry and race"
Marcus W. Feldman,2018-4-5,10.1098/rstb.2017.0064,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2017.0064,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2017.0064?download=true,/doi/epdf/10.1098/rstb.2017.0064,The Royal Society,"Missing compared to what Revisiting heritability, genes and culture"
Juan Esteban Rodríguez-Rodríguez†,2022-6-6,10.1098/rstb.2020.0419,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2020.0419,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2020.0419?download=true,/doi/epdf/10.1098/rstb.2020.0419,The Royal Society,The genetic legacy of the Manila galleon trade in Mexico
Megan Aylward,2022-6-6,10.1098/rstb.2020.0418,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2020.0418,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2020.0418?download=true,/doi/epdf/10.1098/rstb.2020.0418,The Royal Society,How methodological changes have influenced our understanding of population structure in threatened species insights from tiger populations across India
Nina G. Jablonski,2017-7-5,10.1098/rstb.2016.0349,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2016.0349,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2016.0349?download=true,/doi/epdf/10.1098/rstb.2016.0349,The Royal Society,The colours of humanity the evolution of pigmentation in the human lineage
Laurel Fogarty,2018-4-5,10.1098/rstb.2017.0063,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2017.0063,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2017.0063?download=true,/doi/epdf/10.1098/rstb.2017.0063,The Royal Society,Cultural complexity and evolution in fluctuating environments
Károly Takács,2021-11-22,10.1098/rstb.2020.0297,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2020.0297,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2020.0297?download=true,/doi/epdf/10.1098/rstb.2020.0297,The Royal Society,Networks of reliable reputations and cooperation a review
Laura Torres Borda,2021-12-20,10.1098/rstb.2020.0456,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2020.0456,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2020.0456?download=true,/doi/epdf/10.1098/rstb.2020.0456,The Royal Society,Vocal plasticity in harbour seal pups
Bodo Winter,2021-12-20,10.1098/rstb.2020.0400,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2020.0400,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2020.0400?download=true,/doi/epdf/10.1098/rstb.2020.0400,The Royal Society,Rethinking the frequency code a meta-analytic review of the role of acoustic body size in communicative phenomena
Hannah M. Rowland,2017-7-5,10.1098/rstb.2016.0350,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2016.0350,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2016.0350?download=true,/doi/epdf/10.1098/rstb.2016.0350,The Royal Society,Human colour in mate choice and competition
Devi Stuart-Fox,2017-7-5,10.1098/rstb.2016.0345,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2016.0345,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2016.0345?download=true,/doi/epdf/10.1098/rstb.2016.0345,The Royal Society,Thermal consequences of colour and near-infrared reflectance
Laurel Fogarty,2017-12-5,10.1098/rstb.2016.0428,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2016.0428,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2016.0428?download=true,/doi/epdf/10.1098/rstb.2016.0428,The Royal Society,"The niche construction of cultural complexity interactions between innovations, population size and the environment"
Tim Caro,2017-7-5,10.1098/rstb.2016.0344,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2016.0344,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2016.0344?download=true,/doi/epdf/10.1098/rstb.2016.0344,The Royal Society,Interspecific visual signalling in animals and plants a functional classification
V. P. Weinberger,2017-12-5,10.1098/rstb.2016.0415,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2016.0415,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2016.0415?download=true,/doi/epdf/10.1098/rstb.2016.0415,The Royal Society,Innovation and the growth of human population
Martin A. Nowak,2010-1-12,10.1098/rstb.2009.0215,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2009.0215,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2009.0215?download=true,/doi/epdf/10.1098/rstb.2009.0215,The Royal Society,Evolutionary dynamics in structured populations
Oldfield Thomas,1887-12-31,10.1098/rstb.1887.0015,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1887.0015,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1887.0015?download=true,/doi/epdf/10.1098/rstb.1887.0015,The Royal SocietyLondon,"XV. On the homologies and succession of the teeth in dasyuridœ, with an attempt to trace the history of the evolution of mammalian teeth in general"
W. H. Caldwell,1887-12-31,10.1098/rstb.1887.0016,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1887.0016,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1887.0016?download=true,/doi/epdf/10.1098/rstb.1887.0016,The Royal SocietyLondon,XVI. The embryology of monotremata and marsupialia.—Part I
Francis Gotch,1887-12-31,10.1098/rstb.1887.0017,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1887.0017,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1887.0017?download=true,/doi/epdf/10.1098/rstb.1887.0017,The Royal SocietyLondon,XVII. The electromotive properties of the electrical organ of torpedo marmorata
Victor Alexander Haden Horsley,1888-12-31,10.1098/rstb.1888.0001,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1888.0001,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1888.0001?download=true,/doi/epdf/10.1098/rstb.1888.0001,The Royal SocietyLondon,I. A record of experiments upon the functions of the cerebral cortex
Harry Govier Seeley,1888-12-31,10.1098/rstb.1888.0003,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1888.0003,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1888.0003?download=true,/doi/epdf/10.1098/rstb.1888.0003,The Royal SocietyLondon,"III. Croonian lecture.—Researches on the structure, organization, and classification of the fossil Reptilia.—II. On Pareiasaurus bombidens (Owen), and the significance of its affinities to Amphibians, Reptiles, and Mammals"
Richard Owen,1888-12-31,10.1098/rstb.1888.0007,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1888.0007,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1888.0007?download=true,/doi/epdf/10.1098/rstb.1888.0007,The Royal SocietyLondon,VII. On parts of the skeleton of meiolania platyceps (Ow.)
Marek McGann,2024-9-23,rstb20230282,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0282,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0282?download=true,/doi/epdf/10.1098/rstb.2023.0282,The Royal Society,"People, places, things and communities expanding behaviour settings theory in the twenty-first century"
Hiroki Terashima,2024-8-26,10.1098/rstb.2023.0254,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0254,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0254?download=true,/doi/epdf/10.1098/rstb.2023.0254,The Royal Society,Predicting tingling sensations induced by autonomous sensory meridian response (ASMR) videos based on sound texture statistics a comparison to pleasant feelings
Emma Chereskin,2024-5,rstb.2023.0194,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0194,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0194?download=true,/doi/epdf/10.1098/rstb.2023.0194,The Royal Society,In pop pursuit social bond strength predicts vocal synchrony during cooperative mate guarding in bottlenose dolphins
Michelle C. Langley,2022-12-19,10.1098/rstb.2021.0350,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0350,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0350?download=true,/doi/epdf/10.1098/rstb.2021.0350,The Royal Society,Archaeological evidence for thinking about possibilities in hominin evolution
Alexandra K. Schnell,2022-12-19,10.1098/rstb.2021.0348,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0348,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0348?download=true,/doi/epdf/10.1098/rstb.2021.0348,The Royal Society,Waiting for a better possibility delay of gratification in corvids and its relationship to other cognitive capacities
Jane Acierno,2022-12-19,10.1098/rstb.2021.0341,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0341,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0341?download=true,/doi/epdf/10.1098/rstb.2021.0341,The Royal Society,Moral judgements reflect default representations of possibility
Tobias Gerstenberg,2022-12-19,10.1098/rstb.2021.0339,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0339,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0339?download=true,/doi/epdf/10.1098/rstb.2021.0339,The Royal Society,"What would have happened Counterfactuals, hypotheticals and causal judgements"
Adam Bulley,2022-12-19,10.1098/rstb.2021.0338,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0338,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0338?download=true,/doi/epdf/10.1098/rstb.2021.0338,The Royal Society,Intertemporal choice reflects value comparison rather than self-control insights from confidence judgements
Lily Fitzgibbon,2022-12-19,10.1098/rstb.2021.0340,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0340,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0340?download=true,/doi/epdf/10.1098/rstb.2021.0340,The Royal Society,Counterfactual curiosity motivated thinking about what might have been
Shalini Gautam,2022-12-19,10.1098/rstb.2021.0346,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0346,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0346?download=true,/doi/epdf/10.1098/rstb.2021.0346,The Royal Society,Counterfactual thinking elicits emotional change in young children
Kai Epstude†,2022-12-19,10.1098/rstb.2021.0342,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0342,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0342?download=true,/doi/epdf/10.1098/rstb.2021.0342,The Royal Society,Polarized imagination partisanship influences the direction and consequences of counterfactual thinking
Nick Yeung,2012-5-19,10.1098/rstb.2011.0416,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2011.0416,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2011.0416?download=true,/doi/epdf/10.1098/rstb.2011.0416,The Royal Society,Metacognition in human decision-making confidence and error monitoring
Károly Takács,2022-1-3,10.1098/rstb.2021.0467,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0467,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0467?download=true,/doi/epdf/10.1098/rstb.2021.0467,The Royal Society,Correction to ‘Networks of reliable reputations and cooperation a review’
Nadia Guerouaou,2022-1-3,10.1098/rstb.2021.0083,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0083,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0083?download=true,/doi/epdf/10.1098/rstb.2021.0083,The Royal Society,The shallow of your smile the ethics of expressive vocal deep-fakes
Stephen M. Fleming,2012-5-19,10.1098/rstb.2011.0417,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2011.0417,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2011.0417?download=true,/doi/epdf/10.1098/rstb.2011.0417,The Royal Society,The neural basis of metacognitive ability
F. Pelletier,2009-06-12,rstb20090027,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2009.0027,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2009.0027?download=true,/doi/epdf/10.1098/rstb.2009.0027,The Royal SocietyLondon,Eco-evolutionary dynamics
Ricard V Solé,2007-5-1,rstb20072084,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2007.2084,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2007.2084?download=true,/doi/epdf/10.1098/rstb.2007.2084,The Royal SocietyLondon,Introduction. Artificial protocells
Alex D Rogers,2007-5-21,rstb20072135,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2007.2135,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2007.2135?download=true,/doi/epdf/10.1098/rstb.2007.2135,The Royal SocietyLondon,"Introduction. Antarctic ecology from genes to ecosystems. Part 2. Evolution, diversity and functional ecology"
Katherine J. Willis,2007-12-29,10.1098/rstb.2007.2000,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2007.2000,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2007.2000?download=true,/doi/epdf/10.1098/rstb.2007.2000,The Royal Society,"Correction for Willis et al., How can a knowledge of the past help to conserve the future Biodiversity conservation and the relevance of long-term ecological studies"
author,date,identifier,language,og_url,pdf_download_link,pdf_link,publisher,title
Oldfield Thomas,1887-12-31,10.1098/rstb.1887.0015,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1887.0015,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1887.0015?download=true,/doi/epdf/10.1098/rstb.1887.0015,The Royal SocietyLondon,"XV. On the homologies and succession of the teeth in dasyuridœ, with an attempt to trace the history of the evolution of mammalian teeth in general"
W. H. Caldwell,1887-12-31,10.1098/rstb.1887.0016,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1887.0016,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1887.0016?download=true,/doi/epdf/10.1098/rstb.1887.0016,The Royal SocietyLondon,XVI. The embryology of monotremata and marsupialia.—Part I
Francis Gotch,1887-12-31,10.1098/rstb.1887.0017,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1887.0017,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1887.0017?download=true,/doi/epdf/10.1098/rstb.1887.0017,The Royal SocietyLondon,XVII. The electromotive properties of the electrical organ of torpedo marmorata
Victor Alexander Haden Horsley,1888-12-31,10.1098/rstb.1888.0001,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1888.0001,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1888.0001?download=true,/doi/epdf/10.1098/rstb.1888.0001,The Royal SocietyLondon,I. A record of experiments upon the functions of the cerebral cortex
Harry Govier Seeley,1888-12-31,10.1098/rstb.1888.0003,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1888.0003,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1888.0003?download=true,/doi/epdf/10.1098/rstb.1888.0003,The Royal SocietyLondon,"III. Croonian lecture.—Researches on the structure, organization, and classification of the fossil Reptilia.—II. On Pareiasaurus bombidens (Owen), and the significance of its affinities to Amphibians, Reptiles, and Mammals"
Richard Owen,1888-12-31,10.1098/rstb.1888.0007,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.1888.0007,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.1888.0007?download=true,/doi/epdf/10.1098/rstb.1888.0007,The Royal SocietyLondon,VII. On parts of the skeleton of meiolania platyceps (Ow.)
Marek McGann,2024-9-23,rstb20230282,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0282,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0282?download=true,/doi/epdf/10.1098/rstb.2023.0282,The Royal Society,"People, places, things and communities expanding behaviour settings theory in the twenty-first century"
Hiroki Terashima,2024-8-26,10.1098/rstb.2023.0254,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0254,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0254?download=true,/doi/epdf/10.1098/rstb.2023.0254,The Royal Society,Predicting tingling sensations induced by autonomous sensory meridian response (ASMR) videos based on sound texture statistics a comparison to pleasant feelings
Emma Chereskin,2024-5,rstb.2023.0194,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2023.0194,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2023.0194?download=true,/doi/epdf/10.1098/rstb.2023.0194,The Royal Society,In pop pursuit social bond strength predicts vocal synchrony during cooperative mate guarding in bottlenose dolphins
Michelle C. Langley,2022-12-19,10.1098/rstb.2021.0350,EN,https://royalsocietypublishing.org/doi/10.1098/rstb.2021.0350,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2021.0350?download=true,/doi/epdf/10.1098/rstb.2021.0350,The Royal Society,Archaeological evidence for thinking about possibilities in hominin evolution
