Year,Collocate,MI Score,Context,File,Directory,Context_Year
1754,these,5.04,"all these different facts be compared together,",rstl_1757_0013.txt,txt_rstl,1757.0
1754,these,5.04,Many of these faCts are colleQted together,rstl_1759_0057.txt,txt_rstl,1759.0
1754,these,5.04,"7. Both these facts sufficiently appear, from",rstl_1759_0057.txt,txt_rstl,1759.0
1754,which,3.31,,,,
1755,these,5.02,"former, From these facts it is easy",rstl_1755_0043.txt,txt_rstl,1755.0
1755,these,5.02,These were the facts strongly attested by,rstl_1755_0012.txt,txt_rstl,1755.0
1755,these,5.02,"all these different facts be compared together,",rstl_1757_0012.txt,txt_rstl,1757.0
1755,these,5.02,them all these facts above. mentioned ;,rstl_1757_0008.txt,txt_rstl,1757.0
1755,these,5.02,"all these different facts be compared together,",rstl_1757_0013.txt,txt_rstl,1757.0
1755,these,5.02,Many of these faCts are colleQted together,rstl_1759_0057.txt,txt_rstl,1759.0
1755,these,5.02,"7. Both these facts sufficiently appear, from",rstl_1759_0057.txt,txt_rstl,1759.0
1755,which,3.25,,,,
1769,these,5.18,"of all these facts is, to explode-the",rstl_1775_0013.txt,txt_rstl,1775.0
1769,these,5.18,"Again, these two facts being compared-with.. 1009*",rstl_1777_0035.txt,txt_rstl,1777.0
1769,these,5.18,fa&ts: yet these faCts are clearly evinced,rstl_1778_0009.txt,txt_rstl,1778.0
1769,these,5.18,obser- vation. These facts being in my,rstl_1778_0015.txt,txt_rstl,1778.0
1769,these,5.18,"air. O These facts are very curious,",rstl_1778_0013.txt,txt_rstl,1778.0
1770,these,5.2,"of all these facts is, to explode-the",rstl_1775_0013.txt,txt_rstl,1775.0
1770,these,5.2,"Again, these two facts being compared-with.. 1009*",rstl_1777_0035.txt,txt_rstl,1777.0
1770,these,5.2,fa&ts: yet these faCts are clearly evinced,rstl_1778_0009.txt,txt_rstl,1778.0
1770,these,5.2,obser- vation. These facts being in my,rstl_1778_0015.txt,txt_rstl,1778.0
1770,these,5.2,"air. O These facts are very curious,",rstl_1778_0013.txt,txt_rstl,1778.0
1770,these,5.2,"conclude, that these faCts alone, and more",rstl_1779_0002.txt,txt_rstl,1779.0
1771,these,5.24,"of all these facts is, to explode-the",rstl_1775_0013.txt,txt_rstl,1775.0
1771,these,5.24,"Again, these two facts being compared-with.. 1009*",rstl_1777_0035.txt,txt_rstl,1777.0
1771,these,5.24,fa&ts: yet these faCts are clearly evinced,rstl_1778_0009.txt,txt_rstl,1778.0
1771,these,5.24,obser- vation. These facts being in my,rstl_1778_0015.txt,txt_rstl,1778.0
1771,these,5.24,"air. O These facts are very curious,",rstl_1778_0013.txt,txt_rstl,1778.0
1771,these,5.24,"conclude, that these faCts alone, and more",rstl_1779_0002.txt,txt_rstl,1779.0
1771,these,5.24,"Vesuvius #, These facts seem to confirm",rstl_1780_0004.txt,txt_rstl,1780.0
1772,these,5.19,"of all these facts is, to explode-the",rstl_1775_0013.txt,txt_rstl,1775.0
1772,these,5.19,"Again, these two facts being compared-with.. 1009*",rstl_1777_0035.txt,txt_rstl,1777.0
1772,these,5.19,fa&ts: yet these faCts are clearly evinced,rstl_1778_0009.txt,txt_rstl,1778.0
1772,these,5.19,obser- vation. These facts being in my,rstl_1778_0015.txt,txt_rstl,1778.0
1772,these,5.19,"air. O These facts are very curious,",rstl_1778_0013.txt,txt_rstl,1778.0
1772,these,5.19,"conclude, that these faCts alone, and more",rstl_1779_0002.txt,txt_rstl,1779.0
1772,these,5.19,"Vesuvius #, These facts seem to confirm",rstl_1780_0004.txt,txt_rstl,1780.0
1773,these,5.28,"of all these facts is, to explode-the",rstl_1775_0013.txt,txt_rstl,1775.0
1773,these,5.28,"Again, these two facts being compared-with.. 1009*",rstl_1777_0035.txt,txt_rstl,1777.0
1773,these,5.28,fa&ts: yet these faCts are clearly evinced,rstl_1778_0009.txt,txt_rstl,1778.0
1773,these,5.28,obser- vation. These facts being in my,rstl_1778_0015.txt,txt_rstl,1778.0
1773,these,5.28,"air. O These facts are very curious,",rstl_1778_0013.txt,txt_rstl,1778.0
1773,these,5.28,"conclude, that these faCts alone, and more",rstl_1779_0002.txt,txt_rstl,1779.0
1773,these,5.28,"Vesuvius #, These facts seem to confirm",rstl_1780_0004.txt,txt_rstl,1780.0
1774,these,5.33,"of all these facts is, to explode-the",rstl_1775_0013.txt,txt_rstl,1775.0
1774,these,5.33,"Again, these two facts being compared-with.. 1009*",rstl_1777_0035.txt,txt_rstl,1777.0
1774,these,5.33,fa&ts: yet these faCts are clearly evinced,rstl_1778_0009.txt,txt_rstl,1778.0
1774,these,5.33,obser- vation. These facts being in my,rstl_1778_0015.txt,txt_rstl,1778.0
1774,these,5.33,"air. O These facts are very curious,",rstl_1778_0013.txt,txt_rstl,1778.0
1774,these,5.33,"conclude, that these faCts alone, and more",rstl_1779_0002.txt,txt_rstl,1779.0
1774,these,5.33,"Vesuvius #, These facts seem to confirm",rstl_1780_0004.txt,txt_rstl,1780.0
1775,these,5.38,"of all these facts is, to explode-the",rstl_1775_0013.txt,txt_rstl,1775.0
1775,these,5.38,"Again, these two facts being compared-with.. 1009*",rstl_1777_0035.txt,txt_rstl,1777.0
1775,these,5.38,fa&ts: yet these faCts are clearly evinced,rstl_1778_0009.txt,txt_rstl,1778.0
1775,these,5.38,obser- vation. These facts being in my,rstl_1778_0015.txt,txt_rstl,1778.0
1775,these,5.38,"air. O These facts are very curious,",rstl_1778_0013.txt,txt_rstl,1778.0
1775,these,5.38,"conclude, that these faCts alone, and more",rstl_1779_0002.txt,txt_rstl,1779.0
1775,these,5.38,"Vesuvius #, These facts seem to confirm",rstl_1780_0004.txt,txt_rstl,1780.0
1775,which,3.03,VIew of the facts which I have,rstl_1775_0033.txt,txt_rstl,1775.0
1775,which,3.03,of these. things.as facts of which I,rstl_1777_0009.txt,txt_rstl,1777.0
1775,which,3.03,inquire into the facts which only can,rstl_1778_0009.txt,txt_rstl,1778.0
1775,which,3.03,begin with the facts which led me,rstl_1778_0032.txt,txt_rstl,1778.0
1775,which,3.03,"determine, from any facts which have come",rstl_1784_0026.txt,txt_rstl,1784.0
1776,these,5.45,"Again, these two facts being compared-with.. 1009*",rstl_1777_0035.txt,txt_rstl,1777.0
1776,these,5.45,fa&ts: yet these faCts are clearly evinced,rstl_1778_0009.txt,txt_rstl,1778.0
1776,these,5.45,obser- vation. These facts being in my,rstl_1778_0015.txt,txt_rstl,1778.0
1776,these,5.45,"air. O These facts are very curious,",rstl_1778_0013.txt,txt_rstl,1778.0
1776,these,5.45,"conclude, that these faCts alone, and more",rstl_1779_0002.txt,txt_rstl,1779.0
1776,these,5.45,"Vesuvius #, These facts seem to confirm",rstl_1780_0004.txt,txt_rstl,1780.0
1785,these,5.48,straw-coloured (ilk. ©. Facts similar to these,rstl_1786_0016.txt,txt_rstl,1786.0
1785,these,5.48,"as these combined facts may appear, A",rstl_1787_0017.txt,txt_rstl,1787.0
1785,these,5.48,"first. These contradictory facts may, I apprehend,",rstl_1792_0026.txt,txt_rstl,1792.0
1785,these,5.48,discovery of these facts established this elastic,rstl_1792_0019.txt,txt_rstl,1792.0
1785,these,5.48,derived from these facts and 268 Dr.,rstl_1792_0016.txt,txt_rstl,1792.0
1785,these,5.48,"from all these facts reasonable to suppose,",rstl_1792_0011.txt,txt_rstl,1792.0
1785,these,5.48,of any new facts relative to these,rstl_1792_0007.txt,txt_rstl,1792.0
1785,these,5.48,carnivorous. From these facts | we $should,rstl_1794_0027.txt,txt_rstl,1794.0
1785,these,5.48,breathe in. These facts will appear still,rstl_1794_0022.txt,txt_rstl,1794.0
1785,these,5.48,which demonstrate these facts will be laid,rstl_1794_0005.txt,txt_rstl,1794.0
1786,these,5.22,straw-coloured (ilk. ©. Facts similar to these,rstl_1786_0016.txt,txt_rstl,1786.0
1786,these,5.22,"as these combined facts may appear, A",rstl_1787_0017.txt,txt_rstl,1787.0
1786,these,5.22,"first. These contradictory facts may, I apprehend,",rstl_1792_0026.txt,txt_rstl,1792.0
1786,these,5.22,discovery of these facts established this elastic,rstl_1792_0019.txt,txt_rstl,1792.0
1786,these,5.22,derived from these facts and 268 Dr.,rstl_1792_0016.txt,txt_rstl,1792.0
1786,these,5.22,"from all these facts reasonable to suppose,",rstl_1792_0011.txt,txt_rstl,1792.0
1786,these,5.22,of any new facts relative to these,rstl_1792_0007.txt,txt_rstl,1792.0
1786,these,5.22,carnivorous. From these facts | we $should,rstl_1794_0027.txt,txt_rstl,1794.0
1786,these,5.22,breathe in. These facts will appear still,rstl_1794_0022.txt,txt_rstl,1794.0
1786,these,5.22,which demonstrate these facts will be laid,rstl_1794_0005.txt,txt_rstl,1794.0
1786,these,5.22,Having supported these facts by the evidence,rstl_1795_0002.txt,txt_rstl,1795.0
1787,these,5.22,"When all these facts are considered, it",rstl_1796_0014.txt,txt_rstl,1796.0
1788,these,5.27,"first. These contradictory facts may, I apprehend,",rstl_1792_0026.txt,txt_rstl,1792.0
1788,these,5.27,discovery of these facts established this elastic,rstl_1792_0019.txt,txt_rstl,1792.0
1788,these,5.27,derived from these facts and 268 Dr.,rstl_1792_0016.txt,txt_rstl,1792.0
1788,these,5.27,"from all these facts reasonable to suppose,",rstl_1792_0011.txt,txt_rstl,1792.0
1788,these,5.27,of any new facts relative to these,rstl_1792_0007.txt,txt_rstl,1792.0
1788,these,5.27,carnivorous. From these facts | we $should,rstl_1794_0027.txt,txt_rstl,1794.0
1788,these,5.27,breathe in. These facts will appear still,rstl_1794_0022.txt,txt_rstl,1794.0
1788,these,5.27,which demonstrate these facts will be laid,rstl_1794_0005.txt,txt_rstl,1794.0
1788,these,5.27,Having supported these facts by the evidence,rstl_1795_0002.txt,txt_rstl,1795.0
1788,these,5.27,"When all these facts are considered, it",rstl_1796_0014.txt,txt_rstl,1796.0
1788,these,5.27,are black. These facts seem sufficient to,rstl_1797_0021.txt,txt_rstl,1797.0
1788,these,5.27,"gas, both these facts were sufficiently apparent",rstl_1797_0020.txt,txt_rstl,1797.0
1788,these,5.27,"composed. To these facts we may add,",rstl_1797_0009.txt,txt_rstl,1797.0
1788,these,5.27,in reconciling these facts to impregnation by,rstl_1797_0009.txt,txt_rstl,1797.0
1788,these,5.27,conse- quence. These facts militate strongly against,rstl_1797_0009.txt,txt_rstl,1797.0
1788,are,3.37,aQtuat and particular facts are brought to,rstl_1789_0021.txt,txt_rstl,1789.0
1788,are,3.37,that perished. '3These facts are curious. =,rstl_1792_0014.txt,txt_rstl,1792.0
1788,are,3.37,most material anatomical facts that are necessary,rstl_1795_0012.txt,txt_rstl,1795.0
1788,are,3.37,"sost powder, are facts which I believe",rstl_1796_0023.txt,txt_rstl,1796.0
1788,are,3.37,the list of facts we are ac-,rstl_1796_0021.txt,txt_rstl,1796.0
1788,are,3.37,"When all these facts are considered, it",rstl_1796_0014.txt,txt_rstl,1796.0
1788,are,3.37,are black. These facts seem sufficient to,rstl_1797_0021.txt,txt_rstl,1797.0
1788,are,3.37,summary of the facts that are establiched,rstl_1797_0020.txt,txt_rstl,1797.0
1788,are,3.37,"though some important facts are clearly ascertained,",rstl_1797_0009.txt,txt_rstl,1797.0
1788,are,3.37,fore us. The facts are already in,rstl_1797_0009.txt,txt_rstl,1797.0
1789,these,5.14,"first. These contradictory facts may, I apprehend,",rstl_1792_0026.txt,txt_rstl,1792.0
1789,these,5.14,discovery of these facts established this elastic,rstl_1792_0019.txt,txt_rstl,1792.0
1789,these,5.14,derived from these facts and 268 Dr.,rstl_1792_0016.txt,txt_rstl,1792.0
1789,these,5.14,"from all these facts reasonable to suppose,",rstl_1792_0011.txt,txt_rstl,1792.0
1789,these,5.14,of any new facts relative to these,rstl_1792_0007.txt,txt_rstl,1792.0
1789,these,5.14,carnivorous. From these facts | we $should,rstl_1794_0027.txt,txt_rstl,1794.0
1789,these,5.14,breathe in. These facts will appear still,rstl_1794_0022.txt,txt_rstl,1794.0
1789,these,5.14,which demonstrate these facts will be laid,rstl_1794_0005.txt,txt_rstl,1794.0
1789,these,5.14,Having supported these facts by the evidence,rstl_1795_0002.txt,txt_rstl,1795.0
1789,these,5.14,"When all these facts are considered, it",rstl_1796_0014.txt,txt_rstl,1796.0
1789,these,5.14,are black. These facts seem sufficient to,rstl_1797_0021.txt,txt_rstl,1797.0
1789,these,5.14,"gas, both these facts were sufficiently apparent",rstl_1797_0020.txt,txt_rstl,1797.0
1789,these,5.14,"composed. To these facts we may add,",rstl_1797_0009.txt,txt_rstl,1797.0
1789,these,5.14,in reconciling these facts to impregnation by,rstl_1797_0009.txt,txt_rstl,1797.0
1789,these,5.14,conse- quence. These facts militate strongly against,rstl_1797_0009.txt,txt_rstl,1797.0
1789,have,3.31,; and that facts have al! along,rstl_1791_0006.txt,txt_rstl,1791.0
1789,have,3.31,day: and the facts and appearances have,rstl_1792_0015.txt,txt_rstl,1792.0
1789,have,3.31,therefore examine what facts we have to,rstl_1792_0002.txt,txt_rstl,1792.0
1789,have,3.31,render the simple facts I have here,rstl_1795_0013.txt,txt_rstl,1795.0
1789,have,3.31,consider the following facts to have been,rstl_1795_0002.txt,txt_rstl,1795.0
1789,have,3.31,since all the facts I have been,rstl_1796_0001.txt,txt_rstl,1796.0
1789,have,3.31,the number of facts which have been,rstl_1798_0014.txt,txt_rstl,1798.0
1789,have,3.31,of all the facts I have collected;,rstl_1798_0010.txt,txt_rstl,1798.0
1789,have,3.31,well explain the facts which I have,rstl_1798_0007.txt,txt_rstl,1798.0
1789,have,3.31,"a number of facts I have collected,",rstl_1798_0004.txt,txt_rstl,1798.0
1789,are,3.21,aQtuat and particular facts are brought to,rstl_1789_0021.txt,txt_rstl,1789.0
1789,are,3.21,that perished. '3These facts are curious. =,rstl_1792_0014.txt,txt_rstl,1792.0
1789,are,3.21,most material anatomical facts that are necessary,rstl_1795_0012.txt,txt_rstl,1795.0
1789,are,3.21,"sost powder, are facts which I believe",rstl_1796_0023.txt,txt_rstl,1796.0
1789,are,3.21,the list of facts we are ac-,rstl_1796_0021.txt,txt_rstl,1796.0
1789,are,3.21,"When all these facts are considered, it",rstl_1796_0014.txt,txt_rstl,1796.0
1789,are,3.21,are black. These facts seem sufficient to,rstl_1797_0021.txt,txt_rstl,1797.0
1789,are,3.21,summary of the facts that are establiched,rstl_1797_0020.txt,txt_rstl,1797.0
1789,are,3.21,"though some important facts are clearly ascertained,",rstl_1797_0009.txt,txt_rstl,1797.0
1789,are,3.21,fore us. The facts are already in,rstl_1797_0009.txt,txt_rstl,1797.0
1790,these,5.02,"first. These contradictory facts may, I apprehend,",rstl_1792_0026.txt,txt_rstl,1792.0
1790,these,5.02,discovery of these facts established this elastic,rstl_1792_0019.txt,txt_rstl,1792.0
1790,these,5.02,derived from these facts and 268 Dr.,rstl_1792_0016.txt,txt_rstl,1792.0
1790,these,5.02,"from all these facts reasonable to suppose,",rstl_1792_0011.txt,txt_rstl,1792.0
1790,these,5.02,of any new facts relative to these,rstl_1792_0007.txt,txt_rstl,1792.0
1790,these,5.02,carnivorous. From these facts | we $should,rstl_1794_0027.txt,txt_rstl,1794.0
1790,these,5.02,breathe in. These facts will appear still,rstl_1794_0022.txt,txt_rstl,1794.0
1790,these,5.02,which demonstrate these facts will be laid,rstl_1794_0005.txt,txt_rstl,1794.0
1790,these,5.02,Having supported these facts by the evidence,rstl_1795_0002.txt,txt_rstl,1795.0
1790,these,5.02,"When all these facts are considered, it",rstl_1796_0014.txt,txt_rstl,1796.0
1790,these,5.02,are black. These facts seem sufficient to,rstl_1797_0021.txt,txt_rstl,1797.0
1790,these,5.02,"gas, both these facts were sufficiently apparent",rstl_1797_0020.txt,txt_rstl,1797.0
1790,these,5.02,"composed. To these facts we may add,",rstl_1797_0009.txt,txt_rstl,1797.0
1790,these,5.02,in reconciling these facts to impregnation by,rstl_1797_0009.txt,txt_rstl,1797.0
1790,these,5.02,conse- quence. These facts militate strongly against,rstl_1797_0009.txt,txt_rstl,1797.0
1790,have,3.2,; and that facts have al! along,rstl_1791_0006.txt,txt_rstl,1791.0
1790,have,3.2,day: and the facts and appearances have,rstl_1792_0015.txt,txt_rstl,1792.0
1790,have,3.2,therefore examine what facts we have to,rstl_1792_0002.txt,txt_rstl,1792.0
1790,have,3.2,render the simple facts I have here,rstl_1795_0013.txt,txt_rstl,1795.0
1790,have,3.2,consider the following facts to have been,rstl_1795_0002.txt,txt_rstl,1795.0
1790,have,3.2,since all the facts I have been,rstl_1796_0001.txt,txt_rstl,1796.0
1790,have,3.2,the number of facts which have been,rstl_1798_0014.txt,txt_rstl,1798.0
1790,have,3.2,of all the facts I have collected;,rstl_1798_0010.txt,txt_rstl,1798.0
1790,have,3.2,well explain the facts which I have,rstl_1798_0007.txt,txt_rstl,1798.0
1790,have,3.2,"a number of facts I have collected,",rstl_1798_0004.txt,txt_rstl,1798.0
1790,have,3.2,have collected such facts as were likely,rstl_1799_0006.txt,txt_rstl,1799.0
1791,these,5.05,"first. These contradictory facts may, I apprehend,",rstl_1792_0026.txt,txt_rstl,1792.0
1791,these,5.05,discovery of these facts established this elastic,rstl_1792_0019.txt,txt_rstl,1792.0
1791,these,5.05,derived from these facts and 268 Dr.,rstl_1792_0016.txt,txt_rstl,1792.0
1791,these,5.05,"from all these facts reasonable to suppose,",rstl_1792_0011.txt,txt_rstl,1792.0
1791,these,5.05,of any new facts relative to these,rstl_1792_0007.txt,txt_rstl,1792.0
1791,these,5.05,carnivorous. From these facts | we $should,rstl_1794_0027.txt,txt_rstl,1794.0
1791,these,5.05,breathe in. These facts will appear still,rstl_1794_0022.txt,txt_rstl,1794.0
1791,these,5.05,which demonstrate these facts will be laid,rstl_1794_0005.txt,txt_rstl,1794.0
1791,these,5.05,Having supported these facts by the evidence,rstl_1795_0002.txt,txt_rstl,1795.0
1791,these,5.05,"When all these facts are considered, it",rstl_1796_0014.txt,txt_rstl,1796.0
1791,these,5.05,are black. These facts seem sufficient to,rstl_1797_0021.txt,txt_rstl,1797.0
1791,these,5.05,"gas, both these facts were sufficiently apparent",rstl_1797_0020.txt,txt_rstl,1797.0
1791,these,5.05,"composed. To these facts we may add,",rstl_1797_0009.txt,txt_rstl,1797.0
1791,these,5.05,in reconciling these facts to impregnation by,rstl_1797_0009.txt,txt_rstl,1797.0
1791,these,5.05,conse- quence. These facts militate strongly against,rstl_1797_0009.txt,txt_rstl,1797.0
1791,these,5.05,inflamed powder. These facts certainly render it,rstl_1800_0012.txt,txt_rstl,1800.0
1791,these,5.05,when such strong facts as these are,rstl_1800_0017.txt,txt_rstl,1800.0
1791,have,3.13,; and that facts have al! along,rstl_1791_0006.txt,txt_rstl,1791.0
1791,have,3.13,day: and the facts and appearances have,rstl_1792_0015.txt,txt_rstl,1792.0
1791,have,3.13,therefore examine what facts we have to,rstl_1792_0002.txt,txt_rstl,1792.0
1791,have,3.13,render the simple facts I have here,rstl_1795_0013.txt,txt_rstl,1795.0
1791,have,3.13,consider the following facts to have been,rstl_1795_0002.txt,txt_rstl,1795.0
1791,have,3.13,since all the facts I have been,rstl_1796_0001.txt,txt_rstl,1796.0
1791,have,3.13,the number of facts which have been,rstl_1798_0014.txt,txt_rstl,1798.0
1791,have,3.13,of all the facts I have collected;,rstl_1798_0010.txt,txt_rstl,1798.0
1791,have,3.13,well explain the facts which I have,rstl_1798_0007.txt,txt_rstl,1798.0
1791,have,3.13,"a number of facts I have collected,",rstl_1798_0004.txt,txt_rstl,1798.0
1791,have,3.13,have collected such facts as were likely,rstl_1799_0006.txt,txt_rstl,1799.0
1792,these,5.01,"first. These contradictory facts may, I apprehend,",rstl_1792_0026.txt,txt_rstl,1792.0
1792,these,5.01,discovery of these facts established this elastic,rstl_1792_0019.txt,txt_rstl,1792.0
1792,these,5.01,derived from these facts and 268 Dr.,rstl_1792_0016.txt,txt_rstl,1792.0
1792,these,5.01,"from all these facts reasonable to suppose,",rstl_1792_0011.txt,txt_rstl,1792.0
1792,these,5.01,of any new facts relative to these,rstl_1792_0007.txt,txt_rstl,1792.0
1792,these,5.01,carnivorous. From these facts | we $should,rstl_1794_0027.txt,txt_rstl,1794.0
1792,these,5.01,breathe in. These facts will appear still,rstl_1794_0022.txt,txt_rstl,1794.0
1792,these,5.01,which demonstrate these facts will be laid,rstl_1794_0005.txt,txt_rstl,1794.0
1792,these,5.01,Having supported these facts by the evidence,rstl_1795_0002.txt,txt_rstl,1795.0
1792,these,5.01,"When all these facts are considered, it",rstl_1796_0014.txt,txt_rstl,1796.0
1792,these,5.01,are black. These facts seem sufficient to,rstl_1797_0021.txt,txt_rstl,1797.0
1792,these,5.01,"gas, both these facts were sufficiently apparent",rstl_1797_0020.txt,txt_rstl,1797.0
1792,these,5.01,"composed. To these facts we may add,",rstl_1797_0009.txt,txt_rstl,1797.0
1792,these,5.01,in reconciling these facts to impregnation by,rstl_1797_0009.txt,txt_rstl,1797.0
1792,these,5.01,conse- quence. These facts militate strongly against,rstl_1797_0009.txt,txt_rstl,1797.0
1792,these,5.01,inflamed powder. These facts certainly render it,rstl_1800_0012.txt,txt_rstl,1800.0
1792,these,5.01,when such strong facts as these are,rstl_1800_0017.txt,txt_rstl,1800.0
1792,these,5.01,of mercury. These facts induced me to,rstl_1801_0022.txt,txt_rstl,1801.0
1792,some,3.94,7 II. Some Facts relative to the,rstl_1794_0005.txt,txt_rstl,1794.0
1792,some,3.94,ad- duce some facts in favour of,rstl_1796_0001.txt,txt_rstl,1796.0
1792,some,3.94,some of those facts relating to it,rstl_1797_0013.txt,txt_rstl,1797.0
1792,some,3.94,"though some important facts are clearly ascertained,",rstl_1797_0009.txt,txt_rstl,1797.0
1792,some,3.94,"as some remarkable facts were ascertained, I",rstl_1799_0019.txt,txt_rstl,1799.0
1792,some,3.94,"and, as some facts have come under",rstl_1801_0017.txt,txt_rstl,1801.0
1792,have,3.12,day: and the facts and appearances have,rstl_1792_0015.txt,txt_rstl,1792.0
1792,have,3.12,therefore examine what facts we have to,rstl_1792_0002.txt,txt_rstl,1792.0
1792,have,3.12,render the simple facts I have here,rstl_1795_0013.txt,txt_rstl,1795.0
1792,have,3.12,consider the following facts to have been,rstl_1795_0002.txt,txt_rstl,1795.0
1792,have,3.12,since all the facts I have been,rstl_1796_0001.txt,txt_rstl,1796.0
1792,have,3.12,the number of facts which have been,rstl_1798_0014.txt,txt_rstl,1798.0
1792,have,3.12,of all the facts I have collected;,rstl_1798_0010.txt,txt_rstl,1798.0
1792,have,3.12,well explain the facts which I have,rstl_1798_0007.txt,txt_rstl,1798.0
1792,have,3.12,"a number of facts I have collected,",rstl_1798_0004.txt,txt_rstl,1798.0
1792,have,3.12,have collected such facts as were likely,rstl_1799_0006.txt,txt_rstl,1799.0
1792,have,3.12,"and, as some facts have come under",rstl_1801_0017.txt,txt_rstl,1801.0
1792,have,3.12,"Banks, the following facts have been ascertained.",rstl_1801_0016.txt,txt_rstl,1801.0
1793,these,4.71,carnivorous. From these facts | we $should,rstl_1794_0027.txt,txt_rstl,1794.0
1793,these,4.71,breathe in. These facts will appear still,rstl_1794_0022.txt,txt_rstl,1794.0
1793,these,4.71,which demonstrate these facts will be laid,rstl_1794_0005.txt,txt_rstl,1794.0
1793,these,4.71,Having supported these facts by the evidence,rstl_1795_0002.txt,txt_rstl,1795.0
1793,these,4.71,"When all these facts are considered, it",rstl_1796_0014.txt,txt_rstl,1796.0
1793,these,4.71,are black. These facts seem sufficient to,rstl_1797_0021.txt,txt_rstl,1797.0
1793,these,4.71,"gas, both these facts were sufficiently apparent",rstl_1797_0020.txt,txt_rstl,1797.0
1793,these,4.71,"composed. To these facts we may add,",rstl_1797_0009.txt,txt_rstl,1797.0
1793,these,4.71,in reconciling these facts to impregnation by,rstl_1797_0009.txt,txt_rstl,1797.0
