"","ID","Date","Filename","Keyword","Author","Title","Category"
"11",11,"1673-11-17","rstl_1673_0052.txt","fictitious","none","An accompt of a book. I. De corpore animato libri quatnor, sen promota per experimenta philosophiæ specimen alterum; Auth. Johanne Baptista Du Hamel P. S. L. Parisiis, 1673. in 12°.","fiction"
"12",12,"1674-03-25","rstl_1674_0007.txt","fiction","Robert Hooke","I. An attempt to prove the motion of the earth from observations, made by Robert Hook fellow of the R. Society. London in 4. printed for J. Martyn at the bell in St. Pauls Church yard, 1674","fiction"
"13",13,"1675-09-26","rstl_1675_0037.txt","fact","Martin Lister","An extract of a letter of July 28, 1675. by Mr. Lister from York to the publisher; containing some observations about damps, together with some relations concerning odd worms vomited by children, &c.","fact"
"14",14,"1675-11-22","rstl_1675_0048.txt","fact","none","An account of some books. - I. A philosophical discourse of earth, relating to the improvement of it for vegetation and the propagation of plants By J. Evelyn Esq; Fellow of the R. Society. London, printed for J. Martyn, printer to the said society. A. 1676, in octavo. - II. A description of the Islands and inhabitants of feroë, &c. written in Danish by Lucas Jacobson Debes M. A. and provost of the churches there Englished by J. S. Doct. of Phy. in 120. - III. The gentleman's recreation in four","fact"
"15",15,"1675-11-22","rstl_1675_0049.txt","fact","none","Errat","fact"
"16",16,"1678-06-30","rstl_1677_0043.txt","fact","Ismael Bullialdus","Societatis Regiæ Anglicæ illustrissimis, celeberrimis atque sapientissimis viris Ismael Bullialdus, S. P. D","fact"
"17",17,"1684-01-20","rstl_1684_0001.txt","fact","Thomas Smith","An account of the city of Prusa in Bithynia, and a continuation of the historical observations relating to Constantinople, by the Reverend and learned Tho. Smith D. D. fellow of Magd. Coll. Oxon and of the Royal society","fact"
"18",18,"1684-03-20","rstl_1684_0013.txt","fact","Martin Lyster","The third paper of the same person, concerning thunder and lightning being from the Pyrites","fact"
"19",19,"1684-04-20","rstl_1684_0027.txt","fact","Thomas Smith","A conjecture about an under-Current at the streights-mouth, read before the Oxford Society, Dec. 21. 1683. by the reverend and learned Tho.Smith D. D. Fellow of Mag. Col. Oxon. and of the R. Society","fact"
"20",20,"1666-07-02","rstl_1665_0100.txt","fact","Robert Boyle","An account of a new kind of baroscope, which may be called statical; and of some advantages and conveniencies it hath above the mercurial communicated, some while since, by the Honourable Robert Boyle.","fact"
"21",21,"1666-08-06","rstl_1665_0108.txt","fact","John Wallis","An essay of Dr. John Wallis, exhibiting his hypothesis about the flux and reflux of the sea, taken from the consideration of the common center of gravity of the Earth and Moon","fact"
"22",22,"1666-08-06","rstl_1665_0109.txt","fact","none","An appendix, written by way of letter to the publisher; being an answer to some objections, made by several persons, to the precedent discourse","fact"
"23",23,"1666-08-06","rstl_1665_0109.txt","fact","none","An appendix, written by way of letter to the publisher; being an answer to some objections, made by several persons, to the precedent discourse","fact"
"24",24,"1684-11-20","rstl_1684_0073.txt","fact","Antoni Van Leeuwenhoek","A letter from Mr. Anthony Leewenhoeck Fellow of the Royal Society, dat. Apr. 14. 1684. containing observations about the cristallin humor of the eye, &c","fact"
"25",25,"1685-02-23","rstl_1685_0016.txt","fact","none","An account of a book The chymical touch-stone of Mr John Kuncle, Gentleman of the Bed-Chamber to the Elector of Brandenburg, de acido, & vrinoso sale calido & frigido, contra Doctor voights spirit vini vindicatum","fact"
"26",26,"1685-06-22","rstl_1685_0041.txt","fact","William Molyneux","A letter from William Molyneux Esq; Sec. Of the Dublin Society; to one of the S. Of the R. S. Concerning a new Hygroscope, invented by him","fact"
"27",27,"1685-08-22","rstl_1685_0054.txt","fact","William Molyneux","An answer to some quæries proposed by Mr. William Molyneux, concerning Lough-Neagh by Mr. Edward Smyth, Fellow of Trinity Colledge in Dublin.","fact"
"28",28,"1685-10-31","rstl_1685_0063.txt","fact","none","Accounts of three books. I Johannis Hevelii, Consulis Dantiscani, Annus Climactericus. Gedani 1685. in folio. 2. A course of chymistry; by Nich Lemery, M. D. Translated from the fifth edition in French, by Walter Harris, M. D. Fellow of the College of Physicians, London. 1686. 3. Collegii Experimentalis sive Curiosipars Secunda, per Jo. Christ Sturmium. Altorsi, 4o, 1685.","fact"
"29",29,"1685-11-26","rstl_1685_0066.txt","fact","Robert Boyle","An historical account of a strangely self-moving liquor.","fact"
"30",30,"1686-05-25","rstl_1686_0017.txt","fact","Edmond Halley","A discourse of the rule of the decrease of the height of the mercury in the barometer, according as places are elevated above the surface of the Earth, with an attempt to discover the true reason of the rising and falling of the mercury, upon change of weather","fact"
"31",31,"1686-09-30","rstl_1686_0031.txt","facts","none","An account of a book. Methodus Figurarum lineis rectis & curvis comprehensarum quadraturas determinandi authore J. Craige. 4to. Londini 1685","fact"
"32",32,"1687-06-30","rstl_1686_0058.txt","fact","none","Concerning the apparent magnitude of the sun and moon, or the apparent distance of two stars, when nigh the horizon, and when higher elevated","fact"
"33",33,"1692-10-19","rstl_1686_0107.txt","fact","Edmond Halley","An account of the cause of the change of the variation of the magnetical needle. with an hypothesis of the structure of the internal parts of the earth as it was proposed to the Royal Society in one of their late meetings","fact"
"34",34,"1693-08-31","rstl_1693_0046.txt","fact","Thomas Molyneux","III. Dr. Mullineux his account of a stone of an extraordinary bigness, spontaneously voided through the urethra by a woman in Dublin","fact"
"35",35,"1694-01-31","rstl_1694_0001.txt","fact","Vincentius Bonajutus","I. An account of the earthquakes in Sicilia, on the ninth and eleventh of January, 16923. Translated from an Italian letter from Sicily by the noble Vincentius Bonajutus, and communicated to the Royal Society by the learned Marcellus Malpighius, physician to his present Holineß","fact"
"36",36,"1694-01-31","rstl_1694_0001.txt","fact","Vincentius Bonajutus","I. An account of the earthquakes in Sicilia, on the ninth and eleventh of January, 16923. Translated from an Italian letter from Sicily by the noble Vincentius Bonajutus, and communicated to the Royal Society by the learned Marcellus Malpighius, physician to his present Holineß","fact"
"37",37,"1694-10-31","rstl_1694_0041.txt","fact","Frederick Slare","II. An account of some experiments relating to the production of fire and flame, together with an explosion; made by the mixture of two liquors actually cold. By Frederick Slare, M. D. Censor and Fellow of the Colledge of Physicians and of the Royal Society","fact"
"38",38,"1694-10-31","rstl_1694_0041.txt","fact","Frederick Slare","II. An account of some experiments relating to the production of fire and flame, together with an explosion; made by the mixture of two liquors actually cold. By Frederick Slare, M. D. Censor and Fellow of the Colledge of Physicians and of the Royal Society","fact"
"39",39,"1695-10-31","rstl_1695_0019.txt","fact","none","V. An account of books. I. An essay toward a natural history of the earth, and terrestrial bodies, especially minerals As also of the sea, rivers, and springs. With an account of the universal deluge, and of the effects that it had upon the earth. By John Woodward, M. D. Professor of Physick in Gresham College, and Fellow of the Royal Society. Printed for Ric. Wilkin at the King's Head in St. Paul's Church-yard. 1695. Octavo. 2. An account of a paper, entituled, archibaldi pitcarnii, M. D. disser","fact"
"40",40,"1696-08-31","rstl_1695_0040.txt","fact","Stephen Gray","III. Several microscopical observations and experiments, made by Mr. Stephen Gray","fact"
"41",41,"1697-02-28","rstl_1695_0075.txt","fictitious","none","VII. An account of a book. An account of a new voyage round the World by William Dampier. printed at London for James knapton, at the Crown in St Paul's Church-yard. 1697. containing 558 pages in Octavo, and five plates of Maps. II. Almagestum Botanicums. Phytographiæ Plucnetianæ, Onomasticon, &c. Fol. Londin. Edit. 1696","fiction"
"42",42,"1697-06-30","rstl_1695_0102.txt","fact","Robert Tailor","VI. Part of a letter from Mr. Robert Tailor, Apothecary at Hitchin in Hartfordshire, to Hans Sloan, giving account of a great hail storm there, May 4th, 1697","fact"
"43",43,"1698-07-31","rstl_1698_0047.txt","fact","William Musgrave","III. A letter from Dr. William Musgrave, fellow of the Coll. of Phys. and R. S. to Dr. Sloane, concerning a periodical palsy","fact"
"44",44,"1699-01-31","rstl_1699_0081.txt","fact","none","The preface","fact"
"45",45,"1699-02-28","rstl_1699_0012.txt","fictions","none","IX. An account of books. I. Mufeo di fisica & di esperienze, &c. By Signior Boccone ; with additional remarks by Mr. John Ray, F. R. S. 2. An account of Paradisus Batavus, contiens plus centurn plantas, &c. with additional remarks by Mr. John Ray, F. R. S","fiction"
"46",46,"1699-04-30","rstl_1699_0025.txt","fact","Fern","III. An extract of a relation printed at Paris, containing a remarkable history of a fætus without the womb, made by Dr. Fern","fact"
"47",47,"1699-06-30","rstl_1699_0040.txt","fact","John Woodward","II. Some thoughts and experiments concerning vegetation","fact"
"48",48,"1699-08-31","rstl_1699_0048.txt","fictions","none","III. An account of the Abbot Charmoy's book, according to his own relation, sent to Abbot Nicaise, in from to a letter, which he calls, l'orgini des nations","fiction"
"49",49,"1699-12-31","rstl_1699_0076.txt","fact","none","III. Responsio ad animadversionem ad Davidis Gregorii Catenariam, act. Eruditorum lipsiæ. Mense Februarii an. 1699","fact"
"50",50,"1701-07-31","rstl_1700_0089.txt","fact","John Somner&apos;s","III. Chartham news or a brief relation of some strange bones there lately digged up, in some grounds of Mr John Somner’s in Canterbury","fact"
"51",51,"1702-08-31","rstl_1702_0022.txt","fictitious","John Evelyn","II. An account of divers schemes of arteries and veins, dissected from adult human bodies, and given to the repository of the Royal Society by John Evelyn, Esq; F. R. S. To which are subjoyn'd a description of the extremities of those vessels, and the manner the blood is seen, by the microscope, to pass from the arteries to the veins in quadrupeds when living with some chirurgical observations, and figures after the life, by William Cowper, F. R. S.","fiction"
"52",52,"1702-10-31","rstl_1702_0027.txt","fact","James Drake","II. A discourse concerning some influence of respiration on the motion of the heart, hitherto unobserved","fact"
"53",53,"1703-06-30","rstl_1702_0052.txt","fact","William Oliver","IV. A letter from Dr William Oliver to the publisher, giving his remarks in a late journey into Denmark and Holland","fact"
"54",54,"1719-08-31","rstl_1717_0060.txt","fact","James Jurin","III. An account of some experiments relating to the specifick gravity of human blood","fact"
"55",55,"1705-06-30","rstl_1704_0082.txt","fiction","none","IV. An abstract of a book, entituled, Olaui Rudbeckij, Atlanticæ sive manhemij pars secunda. In qua Solis, Lunæ & terræ cultus describitur, omnisque adeo superstitionis hujusce origo parti Sueoniae septentrionali, terræ puta Cimmeriorum vindicatur, ex qua deinceps in orbem reliquum divulgata est, &c. accedunt demonstrationes certissimæ, qua septentrionales nostros, in maxime genuinum Solis ac Lunæ motum, indeq; pendentem accuratissimam temporum rationem,","fiction"
"56",56,"1705-06-30","rstl_1704_0082.txt","fictions","none","IV. An abstract of a book, entituled, Olaui Rudbeckij, Atlanticæ sive manhemij pars secunda. In qua Solis, Lunæ & terræ cultus describitur, omnisque adeo superstitionis hujusce origo parti Sueoniae septentrionali, terræ puta Cimmeriorum vindicatur, ex qua deinceps in orbem reliquum divulgata est, &c. accedunt demonstrationes certissimæ, qua septentrionales nostros, in maxime genuinum Solis ac Lunæ motum, indeq; pendentem accuratissimam temporum rationem,","fiction"
"57",57,"1720-08-31","rstl_1720_0019.txt","facts","none","An account of book, intituled, conghietture del Dottor Pietre Anton. Michelotti, Filosofo, e medico d' arco, sopra la natura, cagione e rimedi dell' infermità regnanti ne' animali bovini di molte città, &c. Nell' autunno del' anno cadente, 1711. In Venezia, 1712","fact"
"58",58,"1707-06-01","rstl_1706_0051.txt","fact","John Maxwell","VII. An account of the Cape of Good Hope","fact"
"59",59,"1722-03-31","rstl_1722_0008.txt","facts","Thomas Nettleton","VII. A letter from Dr. Nettleton, Physician at Halifax in Yorkshire, to Dr. Whitaker, concerning the inoculation of the small pox","fact"
"60",60,"1708-02-01","rstl_1708_0001.txt","fact","William Derham","I. Experimenta observationes de soni motu, aliisque ad id attinentibus, facta à Reverendo D. W. Derham Ecclesia Upminsteriensis Rectore, & Societatis Regalis Londinensis Socio","fact"
"61",61,"1708-08-01","rstl_1708_0023.txt","fact","Arthur Bury","V. Part of a letter from Dr. Arthur Bury, to the Reverend John Chamberlayne Esq; F. R. S. concerning the manuring of land in Devonshire by sea-sand","fact"
"62",62,"1722-12-31","rstl_1722_0036.txt","fact","John Theophilus Desaguliers","IV. An account of an optical experiment made before the Royal Society, on Thursday, Dec. 6th, and repeated on the 13th, 1722.","fact"
"63",63,"1708-10-01","rstl_1708_0028.txt","fact","Bourguignon","IV. A relation of the new Island thrown up near the Island of Santerini; sent to the Marquis of Ferriol, Ambassador Extraordinary of France at the Ottoman Port. Taken from the memoirs of the history of arts and sciences at Trevoux, for the month of July, 1708","fact"
"64",64,"1709-02-01","rstl_1708_0038.txt","fact","Antoni Van Leeuwenhoek","I. A letter from Mr. Anthony van Leeuwenhoek, F. R. S. concerning the circulation of the blood in fishes, &c.","fact"
"65",65,"1709-02-01","rstl_1708_0039.txt","fact","Francis Hauksbee","II. Several experiments touching the seeming spontaneous ascent of water","fact"
"66",66,"1709-02-01","rstl_1708_0039.txt","facts","Francis Hauksbee","II. Several experiments touching the seeming spontaneous ascent of water","fact"
"67",67,"1709-04-01","rstl_1708_0048.txt","fact","Francis Hauksbee","IV. An experiment touching the weighing of bodies of the same species, but of very unequal surfaces, in common water, being of an equal weight in common air","fact"
"68",68,"1709-04-01","rstl_1708_0053.txt","fictions","none","IX. An account of books; viz. I. Preælectiones chymicæ oxoniæ habitæ a Johanne Freind, M. D. Ædis christi alumno. II. An account of animal secretion, the quantity of of blood in the human body, and muscular motion. By James Keill, M. D","fiction"
"69",69,"1709-08-01","rstl_1708_0062.txt","fact","Ralph Thoresby","IV. A letter from Mr. Ralph Thoresby, F. R. S. to Dr. Hans Sloane, R. S. Sec. concerning some ancient brass instruments found in Yorkshire","fact"
"70",70,"1710-12-31","rstl_1710_0011.txt","fact","John Arbuthnot","II. An argument for divine providence, taken from the constant regularity observ'd in the births of both sexes. By Dr. John Arbuthnott, Physitian in Ordinary to Her Majesty, and Fellow of the College of Physitians and the Royal Society","fact"
"71",71,"1727-06-30","rstl_1726_0056.txt","facts","John Theophilus Desaguliers","VIII. An account of a book entitul'd Vegetable Staticks or an account of some statical experiments on the sap in vegetables; being an essay towards a natural history of vegetation. also, a specimen of an attempt to analyse the air, by a great variety of chymico-statical experiments; which were read at several meetings before the Royal Society, &c. By Stephen Hales, B. D. F. R. S. Rector of Farringdon, Hampshire, and Minister of Teddington, Middlesex","fact"
"72",72,"1713-12-31","rstl_1713_0010.txt","fact","none","X. An abridgement of a book intitl'd, a description of the plague, which happened in the Royal City of Dantzick, in the Year 1709. Written in High-Dutch by Dr. John Christoph. Gottwald, and communicated by Dr. Joh. Phil. Breynius, as the best account of that distemper there publish'd. Translated by C. J. Spregnell, M. D. - Part. I. Containing an historical relation of the plague. - Part II. Containing physical and medicinal observations upon the plague. - Part III. Containing indications for pract","fact"
"73",73,"1716-09-30","rstl_1714_0058.txt","fact","John Sackette","II. A letter of the Reverend Mr. John Sackette, A. M. to Dr. Brook Taylor, Reg. Soc. Secr. Giving an account of a very uncommon sinking of the Earth, near Folkestone in Kent","fact"
"74",74,"1716-09-30","rstl_1714_0058.txt","fact","John Sackette","II. A letter of the Reverend Mr. John Sackette, A. M. to Dr. Brook Taylor, Reg. Soc. Secr. Giving an account of a very uncommon sinking of the Earth, near Folkestone in Kent","fact"
"75",75,"1716-09-30","rstl_1714_0059.txt","fact","Tancred Robinson","III. Miscellaneous observations made about Rome, Naples and some other countries, in the Year 1683 and 1684; and communicated to the publisher by Tancred Robinson M. D. R. S. S","fact"
"76",76,"1717-09-30","rstl_1717_0014.txt","facts","Pierre Raymond De Monmort","II. De seriebus infinitis tractatus. Pars prima. Auctore Petro Remundo de Monmort. R. S. S","fact"
"77",77,"1732-10-31","rstl_1731_0065.txt","fact","John Theophilus Desaguliers","V. An account of two experiments of the Fricti­on of Pullies","fact"
"78",78,"1732-10-31","rstl_1731_0066.txt","fact","none","Errata","fact"
"79",79,"1718-12-31","rstl_1717_0042.txt","fact","none","III. A brief account of the contagious disease which raged among the Milch Cowes near London, in the Year 1714. And of the methods that were taken for suppressing it","fact"
"80",80,"1742-07-31","rstl_1742_0037.txt","fact","Margaret Cutting","XI. An account of Margaret Cutting, a young woman, now living at Wickham Market in Suffolk, who speaks readily and intelligibly, though she has lost her tongue","fact"
"81",81,"1734-06-30","rstl_1733_0045.txt","fact","Johann Friedrich Weidler","V. Narratio de erucarum & locustarum, quæ agors Vitembergæ vicinos aloquot abhinc annis vastarunt, interitu, auctore Joh. Frid. Weidlero, R. S. S","fact"
"82",82,"1734-06-30","rstl_1733_0046.txt","fact","Emanuele Timone","VI. Clausula excerpta, ex historiâ variolarum quæ per incisionem excitantur, ab E. Timoni, M. D. Scriptâ, R. S. Communicavit Sam. Horseman, M. D","fact"
"83",83,"1742-12-31","rstl_1742_0049.txt","facts","none","V. Part of a letter from of Cambridge, to a Friend of the Royal Society, occasioned by what has lately been reported concerning the insect mentioned in page 218 of this transaction","fact"
"84",84,"1734-11-30","rstl_1733_0056.txt","fiction","Walter Churchman","II. An account of a new engine for raising water, in which horses or other animals draw without any loss of power (which has never yet been practised) and how the strokes of the pistons may be made of any length, to prevent the loss of water, by the too frequent opening of valves, with many other advantages altogether new ; the model of which was shewm to the Royal Society on the 28th of November, by Walter Churchman, the Inventor of it","fiction"
"85",85,"1743-01-21","rstl_1742_0007.txt","facts","none","An abstract of what is contained in the preface to the sixth volume of Mons. Reaumur's History of Insects, relating to the above-mentioned observations, and delivered in to the Royal Society, immediately after the foregoing paper","fact"
"86",86,"1743-01-21","rstl_1742_0004.txt","facts","William Bentinck","Abstract of part of a letter from the Honour­able William Bentinck, F. R. S. to Martin Folkes, Esq; Pr. R. S. communicat­ing the following paper from Mons Trembley, of the Hague","fact"
"87",87,"1743-01-21","rstl_1742_0005.txt","fact","Trembley","Observations and experiments upon the fresh-water Polypus, by Monsieur Trembley, at the Hague. Translated from the French by P. H. Z. F. R. S","fact"
"88",88,"1743-01-21","rstl_1742_0005.txt","fact","Trembley","Observations and experiments upon the fresh-water Polypus, by Monsieur Trembley, at the Hague. Translated from the French by P. H. Z. F. R. S","fact"
"89",89,"1743-01-21","rstl_1742_0005.txt","facts","Trembley","Observations and experiments upon the fresh-water Polypus, by Monsieur Trembley, at the Hague. Translated from the French by P. H. Z. F. R. S","fact"
"90",90,"1743-01-21","rstl_1742_0005.txt","facts","Trembley","Observations and experiments upon the fresh-water Polypus, by Monsieur Trembley, at the Hague. Translated from the French by P. H. Z. F. R. S","fact"
"91",91,"1743-01-21","rstl_1742_0005.txt","facts","Trembley","Observations and experiments upon the fresh-water Polypus, by Monsieur Trembley, at the Hague. Translated from the French by P. H. Z. F. R. S","fact"
"92",92,"1735-09-30","rstl_1735_0019.txt","fact","James Stirling","II. Of the figure of the Earth and the variation of gravity on the surface.","fact"
"93",93,"1735-12-31","rstl_1735_0026.txt","fact","John Ward","IV. Remarks upon an ancient date, over a gate-way, near the cathedral, at Worcester","fact"
"94",94,"1744-06-15","rstl_1744_0009.txt","facts","John Fothergill","An extract of John Fothergill, M.D. Licentiate of the Royal College of Physicians, London, his essay upon the origin of amber","fact"
"95",95,"1744-12-31","rstl_1744_0048.txt","facts","Edward Wilmot","XVIII. A letter from Edward Wilmot, M. D. F. R. S. and one of His Majesty’s Physicians, &c. to the President of the Royal Society, serving to inclose the two following papers  I. Of the extraordinary effects of musk in convulsive disorders; by J. Wall, M. D. 2. Of the effects of the tunquinese medi­cine; by Alex. Reid, Esquire","fact"
"96",96,"1736-06-30","rstl_1735_0043.txt","facts","Roger Gale","I. A copy of an ancient chirograph, or conveyance of part of a sepulchre, cut in marble lately brought from Rome, and now in the profession of Sir Hans Sloane, Bart. R. S. Pr. with some observations upon it by Roger Gale, Esq; V. P. R. & Tr. R. S","fact"
"97",97,"1736-06-30","rstl_1735_0043.txt","fictitious","Roger Gale","I. A copy of an ancient chirograph, or conveyance of part of a sepulchre, cut in marble lately brought from Rome, and now in the profession of Sir Hans Sloane, Bart. R. S. Pr. with some observations upon it by Roger Gale, Esq; V. P. R. & Tr. R. S","fiction"
"98",98,"1744-12-31","rstl_1744_0040.txt","facts","Abraham Trembley","X. Translation of a letter from Mr. Abraham Trembley, F. R. S. to the President, with observations upon several newly discover’d species of fresh-water Polypi","fact"
"99",99,"1736-06-30","rstl_1735_0048.txt","fact","James Logan","VI. An extract of a letter from James Logan, Esq; to Sir Hans Sloane, Bart. R. S. Pr. concerning the crooked and angular appearance of the streaks, or darts of light'ning in thunderstorms","fact"
"100",100,"1736-09-30","rstl_1735_0057.txt","fictitious","John Maud","VI. A chemical experiment by Mr. John Maud, serving to illustrate the phœnomenon of the Inflammable Air shewn to the Royal Society by Sir James Lowther, Bart. as described in Philosoph. Transact. numb. 429","fiction"
"101",101,"1745-07-31","rstl_1744_0092.txt","fiction","Cromwell Mortimer","XX. A letter to Martin Folkes, Esq; President of the Royal Society, from Cromwell Mortimer, M. D. Secr, of the same, concerning the natural heat of animals","fiction"
"102",102,"1745-12-31","rstl_1744_0097.txt","fact","Henry Miles","IV. Extract of a letter from the Reverend Henry Miles, D. D. & F. R. S. to the President, relating to some improvements which may be made in cyder and perry","fact"
"103",103,"1737-12-31","rstl_1737_0026.txt","fact","Johannes Philippus Breynius","VIII. A letter from John Phil. Breyne, M. D. F. R. S. to Sir Hans Sloane, Bart. Pres. R. S. with observations, and a description of some mammoth's bones dug up in Siberia, proving them to have belonged to elephants.","fact"
"104",104,"1738-05-31","rstl_1737_0037.txt","fictitious","John Machin","X. The solution of Kepler's problem, by J. Machin, Astr. Prof. Gresh. and Secr. R. S","fiction"
"105",105,"1738-05-31","rstl_1737_0037.txt","fictitious","John Machin","X. The solution of Kepler's problem, by J. Machin, Astr. Prof. Gresh. and Secr. R. S","fiction"
"106",106,"1746-12-31","rstl_1746_0050.txt","facts","John Turberville Needham","I. Extract of a letter from Mr. Turbervill Needham to Martin Folkes, Esq; Pr. R. S. concerning some new electrical experiments lately made at Paris","fact"
"107",107,"1738-09-30","rstl_1737_0047.txt","fact","Christopher Middleton","III. An observation of the magnetic needle being so affected by great cold, that it would not traverse; by Capt. Christopher Middleton, F. R. S","fact"
"108",108,"1738-09-30","rstl_1737_0048.txt","fact","Andrew Cantwell","IV. Extract of a letter from Dr. Andrew Cantwell of Montpelier, to Dr. Thomas Stack, dated June 23. 1732. concerning an uncommon palsey of the eye-lids","fact"
"109",109,"1747-05-31","rstl_1746_0100.txt","fact","John Burton","XXIII. A differtation on the situation of the ancient Roman station of Delgovitia in Yorkshire; by John Burton, of York, M. D.","fact"
"110",110,"1747-05-31","rstl_1746_0097.txt","facts","David-erskine Baker","XX. A letter from Mr. David-Erskine Baker to the President, concerning the property of water ests in slipping off their skins as serpents do","fact"
"111",111,"1747-05-31","rstl_1746_0090.txt","fact","G. Costard","XIII. A letter from the Rev. Mr. G. Costard, to the Rev. Thomas Shaw, D. D. F. R. S. and Principal of St. Edmund-Hall, concerning the Chinese Chronology and Astronomy","fact"
"112",112,"1747-05-31","rstl_1746_0090.txt","fictitious","G. Costard","XIII. A letter from the Rev. Mr. G. Costard, to the Rev. Thomas Shaw, D. D. F. R. S. and Principal of St. Edmund-Hall, concerning the Chinese Chronology and Astronomy","fiction"
"113",113,"1747-05-31","rstl_1746_0088.txt","facſ","William Arderon","XI. Part of a letter from Mr. William Arderon F. R. S. to Mr. Henry Baker F. R. S. concerning the formation of pebbles","fact"
"114",114,"1747-12-31","rstl_1746_0113.txt","fact","Starkey Myddelton","X. An account of a child being taken out of the Abdomen, after having lain there upwards of 16 Years, during which time the woman had 4 children, all born alive; by Starkey Myddleton M. D","fact"
"115",115,"1747-12-31","rstl_1746_0119.txt","fact","William Watson","V. A sequel to the experiments and observations tending to illustrate the nature and properties of electricity; in a letter to the Royal Society from the same","fact"
"116",116,"1747-12-31","rstl_1746_0119.txt","facts","William Watson","V. A sequel to the experiments and observations tending to illustrate the nature and properties of electricity; in a letter to the Royal Society from the same","fact"
"117",117,"1747-12-31","rstl_1746_0117.txt","fact","Cromwell Mortimer","III. A discourse concerning the usefulness of thermometers in chemical experiments; and concerning the principles on which the thermometers now in use have been constructed; together with the description and uses of a metalline thermometer, newly invented by Cromwell Mortimer M. D. Sec. R. S. &c.","fact"
"118",118,"1748-01-31","rstl_1748_0004.txt","fact","William Watson","III. A collection of the electrical experiments communicated to the Royal Society by Wm. Watson, F. R. S. read at several meetings between October 29.1747. and Jan. 21. following","fact"
"119",119,"1748-01-31","rstl_1748_0004.txt","facts","William Watson","III. A collection of the electrical experiments communicated to the Royal Society by Wm. Watson, F. R. S. read at several meetings between October 29.1747. and Jan. 21. following","fact"
"120",120,"1748-01-31","rstl_1748_0004.txt","facts","William Watson","III. A collection of the electrical experiments communicated to the Royal Society by Wm. Watson, F. R. S. read at several meetings between October 29.1747. and Jan. 21. following","fact"
"121",121,"1748-01-31","rstl_1748_0002.txt","facts","James Bradley","I. A letter to the Right honourable George Earl of Macclesfield concerning an apparent motion observed in some of the fixed stars; by James Bradley D. D. F. R. S","fact"
"122",122,"1747-12-31","rstl_1746_0115.txt","facts","Abraham Trembley","I. Observations upon several species of small water insects of the polypus kind, communicated in a letter to the President, from Mr. Abraham Trembley F. R. S","fact"
"123",123,"1748-03-31","rstl_1748_0018.txt","fact","Jean Antoine Nollet","X. Part of a letter from Abbè Nollet, of the Royal Academy of Science at Paris, and F. R. S. to Martin Folkes Esq; President of the same, concerning electricity","fact"
