Year,Collocate,MI Score,Context,File,Directory,Context_Year
1769,these,4.18,"than 45, Again, these two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0
1769,these,4.18,are surprizing fa&ts: yet these faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0
1769,these,4.18,the last obser- vation. These facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0
1769,these,4.18,"phial of air. O These facts are very curious, interesting, -and",rstl_1778_0013.txt,txt_rstl,1778.0
1770,these,4.2,"principal use of all these facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0
1770,these,4.2,"than 45, Again, these two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0
1770,these,4.2,are surprizing fa&ts: yet these faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0
1770,these,4.2,the last obser- vation. These facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0
1770,these,4.2,"phial of air. O These facts are very curious, interesting, -and",rstl_1778_0013.txt,txt_rstl,1778.0
1770,these,4.2,"not then conclude, that these faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0
1771,these,4.24,"principal use of all these facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0
1771,these,4.24,"than 45, Again, these two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0
1771,these,4.24,are surprizing fa&ts: yet these faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0
1771,these,4.24,the last obser- vation. These facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0
1771,these,4.24,"phial of air. O These facts are very curious, interesting, -and",rstl_1778_0013.txt,txt_rstl,1778.0
1771,these,4.24,"not then conclude, that these faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0
1771,these,4.24,"miles from Vesuvius #, These facts seem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0
1772,these,4.19,"principal use of all these facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0
1772,these,4.19,"than 45, Again, these two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0
1772,these,4.19,are surprizing fa&ts: yet these faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0
1772,these,4.19,the last obser- vation. These facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0
1772,these,4.19,"phial of air. O These facts are very curious, interesting, -and",rstl_1778_0013.txt,txt_rstl,1778.0
1772,these,4.19,"not then conclude, that these faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0
1772,these,4.19,"miles from Vesuvius #, These facts seem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0
1773,these,4.28,"principal use of all these facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0
1773,these,4.28,"than 45, Again, these two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0
1773,these,4.28,are surprizing fa&ts: yet these faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0
1773,these,4.28,the last obser- vation. These facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0
1773,these,4.28,"phial of air. O These facts are very curious, interesting, -and",rstl_1778_0013.txt,txt_rstl,1778.0
1773,these,4.28,"not then conclude, that these faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0
1773,these,4.28,"miles from Vesuvius #, These facts seem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0
1774,these,4.33,"principal use of all these facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0
1774,these,4.33,"than 45, Again, these two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0
1774,these,4.33,are surprizing fa&ts: yet these faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0
1774,these,4.33,the last obser- vation. These facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0
1774,these,4.33,"phial of air. O These facts are very curious, interesting, -and",rstl_1778_0013.txt,txt_rstl,1778.0
1774,these,4.33,"not then conclude, that these faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0
1774,these,4.33,"miles from Vesuvius #, These facts seem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0
1775,these,4.38,"principal use of all these facts is, to explode-the common theories",rstl_1775_0013.txt,txt_rstl,1775.0
1775,these,4.38,"than 45, Again, these two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0
1775,these,4.38,are surprizing fa&ts: yet these faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0
1775,these,4.38,the last obser- vation. These facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0
1775,these,4.38,"phial of air. O These facts are very curious, interesting, -and",rstl_1778_0013.txt,txt_rstl,1778.0
1775,these,4.38,"not then conclude, that these faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0
1775,these,4.38,"miles from Vesuvius #, These facts seem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0
1776,these,4.45,"than 45, Again, these two facts being compared-with.. 1009* Ly 750",rstl_1777_0035.txt,txt_rstl,1777.0
1776,these,4.45,are surprizing fa&ts: yet these faCts are clearly evinced by the,rstl_1778_0009.txt,txt_rstl,1778.0
1776,these,4.45,the last obser- vation. These facts being in my opinion {©,rstl_1778_0015.txt,txt_rstl,1778.0
1776,these,4.45,"phial of air. O These facts are very curious, interesting, -and",rstl_1778_0013.txt,txt_rstl,1778.0
1776,these,4.45,"not then conclude, that these faCts alone, and more might perhaps",rstl_1779_0002.txt,txt_rstl,1779.0
1776,these,4.45,"miles from Vesuvius #, These facts seem to confirm the extreme",rstl_1780_0004.txt,txt_rstl,1780.0
1784,these,4.46,of the straw-coloured (ilk. ©. Facts similar to these are observable,rstl_1786_0016.txt,txt_rstl,1786.0
1784,these,4.46,"9. Wonderful as these combined facts may appear, A wncommon as",rstl_1787_0017.txt,txt_rstl,1787.0
1784,these,4.46,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0
1784,these,4.46,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0
1784,these,4.46,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0
1784,these,4.46,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0
1784,these,4.46,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0
1785,these,4.61,of the straw-coloured (ilk. ©. Facts similar to these are observable,rstl_1786_0016.txt,txt_rstl,1786.0
1785,these,4.61,"9. Wonderful as these combined facts may appear, A wncommon as",rstl_1787_0017.txt,txt_rstl,1787.0
1785,these,4.61,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0
1785,these,4.61,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0
1785,these,4.61,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0
1785,these,4.61,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0
1785,these,4.61,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0
1785,these,4.61,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0
1785,these,4.61,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0
1785,these,4.61,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0
1786,these,4.45,of the straw-coloured (ilk. ©. Facts similar to these are observable,rstl_1786_0016.txt,txt_rstl,1786.0
1786,these,4.45,"9. Wonderful as these combined facts may appear, A wncommon as",rstl_1787_0017.txt,txt_rstl,1787.0
1786,these,4.45,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0
1786,these,4.45,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0
1786,these,4.45,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0
1786,these,4.45,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0
1786,these,4.45,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0
1786,these,4.45,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0
1786,these,4.45,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0
1786,these,4.45,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0
1786,these,4.45,that these little well attested facts might contri- bute to show,rstl_1795_0006.txt,txt_rstl,1795.0
1786,these,4.45,equally visible. Having supported these facts by the evidence of anatomical,rstl_1795_0002.txt,txt_rstl,1795.0
1787,these,4.41,"9. Wonderful as these combined facts may appear, A wncommon as",rstl_1787_0017.txt,txt_rstl,1787.0
1787,these,4.41,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0
1787,these,4.41,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0
1787,these,4.41,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0
1787,these,4.41,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0
1787,these,4.41,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0
1787,these,4.41,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0
1787,these,4.41,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0
1787,these,4.41,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0
1787,these,4.41,that these little well attested facts might contri- bute to show,rstl_1795_0006.txt,txt_rstl,1795.0
1787,these,4.41,equally visible. Having supported these facts by the evidence of anatomical,rstl_1795_0002.txt,txt_rstl,1795.0
1787,these,4.41,"was decomposed. When all these facts are considered, it appears to",rstl_1796_0014.txt,txt_rstl,1796.0
1788,these,4.41,"sxame mass are black. These facts seem sufficient to prove, that",rstl_1797_0021.txt,txt_rstl,1797.0
1788,these,4.41,"portion of gas, both these facts were sufficiently apparent ; but-",rstl_1797_0020.txt,txt_rstl,1797.0
1788,these,4.41,"animal is composed. To these facts we may add, that the",rstl_1797_0009.txt,txt_rstl,1797.0
1788,these,4.41,some difficulty in reconciling these facts to impregnation by contact of,rstl_1797_0009.txt,txt_rstl,1797.0
1788,these,4.41,the same conse- quence. These facts militate strongly against the possibility,rstl_1797_0009.txt,txt_rstl,1797.0
1789,these,4.35,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0
1789,these,4.35,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0
1789,these,4.35,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0
1789,these,4.35,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0
1789,these,4.35,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0
1789,these,4.35,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0
1789,these,4.35,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0
1789,these,4.35,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0
1789,these,4.35,that these little well attested facts might contri- bute to show,rstl_1795_0006.txt,txt_rstl,1795.0
1789,these,4.35,equally visible. Having supported these facts by the evidence of anatomical,rstl_1795_0002.txt,txt_rstl,1795.0
1789,these,4.35,"was decomposed. When all these facts are considered, it appears to",rstl_1796_0014.txt,txt_rstl,1796.0
1789,these,4.35,"sxame mass are black. These facts seem sufficient to prove, that",rstl_1797_0021.txt,txt_rstl,1797.0
1789,these,4.35,"portion of gas, both these facts were sufficiently apparent ; but-",rstl_1797_0020.txt,txt_rstl,1797.0
1789,these,4.35,"animal is composed. To these facts we may add, that the",rstl_1797_0009.txt,txt_rstl,1797.0
1789,these,4.35,some difficulty in reconciling these facts to impregnation by contact of,rstl_1797_0009.txt,txt_rstl,1797.0
1789,these,4.35,the same conse- quence. These facts militate strongly against the possibility,rstl_1797_0009.txt,txt_rstl,1797.0
1790,these,4.22,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0
1790,these,4.22,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0
1790,these,4.22,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0
1790,these,4.22,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0
1790,these,4.22,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0
1790,these,4.22,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0
1790,these,4.22,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0
1790,these,4.22,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0
1790,these,4.22,that these little well attested facts might contri- bute to show,rstl_1795_0006.txt,txt_rstl,1795.0
1790,these,4.22,equally visible. Having supported these facts by the evidence of anatomical,rstl_1795_0002.txt,txt_rstl,1795.0
1790,these,4.22,"was decomposed. When all these facts are considered, it appears to",rstl_1796_0014.txt,txt_rstl,1796.0
1790,these,4.22,"sxame mass are black. These facts seem sufficient to prove, that",rstl_1797_0021.txt,txt_rstl,1797.0
1790,these,4.22,"portion of gas, both these facts were sufficiently apparent ; but-",rstl_1797_0020.txt,txt_rstl,1797.0
1790,these,4.22,"animal is composed. To these facts we may add, that the",rstl_1797_0009.txt,txt_rstl,1797.0
1790,these,4.22,some difficulty in reconciling these facts to impregnation by contact of,rstl_1797_0009.txt,txt_rstl,1797.0
1790,these,4.22,the same conse- quence. These facts militate strongly against the possibility,rstl_1797_0009.txt,txt_rstl,1797.0
1790,some,3.36,C91 7 II. Some Facts relative to the late Mr.,rstl_1794_0005.txt,txt_rstl,1794.0
1790,some,3.36,I shall ad- duce some facts in favour of it; they,rstl_1796_0001.txt,txt_rstl,1796.0
1790,some,3.36,to mention some of those facts relating to it which scem,rstl_1797_0013.txt,txt_rstl,1797.0
1790,some,3.36,"2 But though some important facts are clearly ascertained, = there",rstl_1797_0009.txt,txt_rstl,1797.0
1790,some,3.36,some difficulty in reconciling these facts to impregnation by contact of,rstl_1797_0009.txt,txt_rstl,1797.0
1790,some,3.36,"substances; but, as some remarkable facts were ascertained, I have now",rstl_1799_0019.txt,txt_rstl,1799.0
1791,these,4.22,from the inflamed powder. These facts certainly render it more than,rstl_1800_0012.txt,txt_rstl,1800.0
1791,these,4.22,its parts; when such strong facts as these are corroborated by,rstl_1800_0017.txt,txt_rstl,1800.0
1791,some,3.29,C91 7 II. Some Facts relative to the late Mr.,rstl_1794_0005.txt,txt_rstl,1794.0
1791,some,3.29,I shall ad- duce some facts in favour of it; they,rstl_1796_0001.txt,txt_rstl,1796.0
1791,some,3.29,to mention some of those facts relating to it which scem,rstl_1797_0013.txt,txt_rstl,1797.0
1791,some,3.29,"2 But though some important facts are clearly ascertained, = there",rstl_1797_0009.txt,txt_rstl,1797.0
1791,some,3.29,some difficulty in reconciling these facts to impregnation by contact of,rstl_1797_0009.txt,txt_rstl,1797.0
1791,some,3.29,"substances; but, as some remarkable facts were ascertained, I have now",rstl_1799_0019.txt,txt_rstl,1799.0
1792,these,4.17,"BLAGDEN's Report first. These contradictory facts may, I apprehend, be ac-",rstl_1792_0026.txt,txt_rstl,1792.0
1792,these,4.17,air. The discovery of these facts established this elastic fluid to,rstl_1792_0019.txt,txt_rstl,1792.0
1792,these,4.17,may be derived from these facts and 268 Dr. Bzppors's Observations,rstl_1792_0016.txt,txt_rstl,1792.0
1792,these,4.17,"it is from all these facts reasonable to suppose, the male",rstl_1792_0011.txt,txt_rstl,1792.0
1792,these,4.17,the discovery of any new facts relative to these operations. If,rstl_1792_0007.txt,txt_rstl,1792.0
1792,these,4.17,are mostly carnivorous. From these facts | we $should be inclined,rstl_1794_0027.txt,txt_rstl,1794.0
1792,these,4.17,"better to breathe in. These facts will appear still more extraordinary,",rstl_1794_0022.txt,txt_rstl,1794.0
1792,these,4.17,The preparations which demonstrate these facts will be laid before the,rstl_1794_0005.txt,txt_rstl,1794.0
1792,these,4.17,that these little well attested facts might contri- bute to show,rstl_1795_0006.txt,txt_rstl,1795.0
1792,these,4.17,equally visible. Having supported these facts by the evidence of anatomical,rstl_1795_0002.txt,txt_rstl,1795.0
1792,these,4.17,"was decomposed. When all these facts are considered, it appears to",rstl_1796_0014.txt,txt_rstl,1796.0
1792,these,4.17,"sxame mass are black. These facts seem sufficient to prove, that",rstl_1797_0021.txt,txt_rstl,1797.0
1792,these,4.17,"portion of gas, both these facts were sufficiently apparent ; but-",rstl_1797_0020.txt,txt_rstl,1797.0
1792,these,4.17,"animal is composed. To these facts we may add, that the",rstl_1797_0009.txt,txt_rstl,1797.0
1792,these,4.17,some difficulty in reconciling these facts to impregnation by contact of,rstl_1797_0009.txt,txt_rstl,1797.0
1792,these,4.17,the same conse- quence. These facts militate strongly against the possibility,rstl_1797_0009.txt,txt_rstl,1797.0
1792,these,4.17,from the inflamed powder. These facts certainly render it more than,rstl_1800_0012.txt,txt_rstl,1800.0
1792,these,4.17,its parts; when such strong facts as these are corroborated by,rstl_1800_0017.txt,txt_rstl,1800.0
1792,these,4.17,"with nitrate of mercury. These facts induced me to suppose, that",rstl_1801_0022.txt,txt_rstl,1801.0
